Title,Artist,Genres,Year,Album,Popularity,Mood,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Akogare Cafe,RADWIMPS,"j-rock, visual kei, j-pop",2016,Your Name.,0,Happy,0.648,0.568,7,-7.223,1,0.0364,0.409,0.00765,0.147,0.899,177.087,audio_features,2tw0VhPhNyU4hFgstQDTzp,spotify:track:2tw0VhPhNyU4hFgstQDTzp,https://api.spotify.com/v1/tracks/2tw0VhPhNyU4hFgstQDTzp,https://api.spotify.com/v1/audio-analysis/2tw0VhPhNyU4hFgstQDTzp,89880,4
24 / 7 / 365,Surfaces,bedroom soul,2017,Surf,1,Happy,0.752,0.65,4,-6.194,1,0.0334,0.264,1.38E-06,0.313,0.904,141.16,audio_features,0ClnfM4PI0wjlCVTJc9lP7,spotify:track:0ClnfM4PI0wjlCVTJc9lP7,https://api.spotify.com/v1/tracks/0ClnfM4PI0wjlCVTJc9lP7,https://api.spotify.com/v1/audio-analysis/0ClnfM4PI0wjlCVTJc9lP7,177000,4
All My Loving - Remastered,The Beatles,"classic rock, rock, psychedelic rock, british invasion, merseybeat",1963,With The Beatles (Remastered),0,Happy,0.416,0.563,1,-8.724,0,0.0298,0.207,0,0.343,0.9,77.56,audio_features,7cPPyMrSAQY7A686Cn9eUP,spotify:track:7cPPyMrSAQY7A686Cn9eUP,https://api.spotify.com/v1/tracks/7cPPyMrSAQY7A686Cn9eUP,https://api.spotify.com/v1/audio-analysis/7cPPyMrSAQY7A686Cn9eUP,127853,4
Folsom Prison Blues - Live,Johnny Cash,"arkansas country, outlaw country, rock",2008,Johnny Cash's America,0,Happy,0.602,0.575,5,-12.827,1,0.0559,0.0236,0.00469,0.83,0.904,110.951,audio_features,19NKQh7UsGP0dazET759jN,spotify:track:19NKQh7UsGP0dazET759jN,https://api.spotify.com/v1/tracks/19NKQh7UsGP0dazET759jN,https://api.spotify.com/v1/audio-analysis/19NKQh7UsGP0dazET759jN,163427,4
Wake Me Up Before You Go-Go,Wham!,"new wave pop, soft rock, new romantic",1984,Make It Big,80,Happy,0.62,0.573,0,-11.893,1,0.0423,0.271,0,0.0607,0.897,81.548,audio_features,0ikz6tENMONtK6qGkOrU3c,spotify:track:0ikz6tENMONtK6qGkOrU3c,https://api.spotify.com/v1/tracks/0ikz6tENMONtK6qGkOrU3c,https://api.spotify.com/v1/audio-analysis/0ikz6tENMONtK6qGkOrU3c,231333,4
Love Shack,The B-52's,"permanent wave, new wave, dance rock, classic rock, post-punk, rock, zolo, new wave pop, album rock, new romantic",1989,Cosmic Thing,71,Happy,0.701,0.803,5,-6.786,0,0.0545,0.0544,1.54E-06,0.7,0.903,133.608,audio_features,4W4wYHtsrgDiivRASVOINL,spotify:track:4W4wYHtsrgDiivRASVOINL,https://api.spotify.com/v1/tracks/4W4wYHtsrgDiivRASVOINL,https://api.spotify.com/v1/audio-analysis/4W4wYHtsrgDiivRASVOINL,320680,4
Cherry Cherry,Neil Diamond,"singer-songwriter, brill building pop, mellow gold, folk rock, yacht rock, adult standards, soft rock",1968,The Bang Years 1966-1968 (The 23 Original Mono Recordings),48,Happy,0.531,0.827,8,-4.157,1,0.0308,0.0266,0.00285,0.0551,0.9,84.129,audio_features,2SS3WeSe24ZqTlTSK4KzQZ,spotify:track:2SS3WeSe24ZqTlTSK4KzQZ,https://api.spotify.com/v1/tracks/2SS3WeSe24ZqTlTSK4KzQZ,https://api.spotify.com/v1/audio-analysis/2SS3WeSe24ZqTlTSK4KzQZ,163907,4
Who Loves You,Frankie Valli & The Four Seasons,"rock-and-roll, bubblegum pop, rockabilly, doo-wop, northern soul, adult standards, lounge",1975,Who Loves You,53,Happy,0.68,0.608,2,-12.575,1,0.0499,0.0729,0,0.0911,0.904,137.481,audio_features,5MjwNUe4SSzAzsHoBjlPOm,spotify:track:5MjwNUe4SSzAzsHoBjlPOm,https://api.spotify.com/v1/tracks/5MjwNUe4SSzAzsHoBjlPOm,https://api.spotify.com/v1/audio-analysis/5MjwNUe4SSzAzsHoBjlPOm,255600,4
All Joy No Stress,Rhett Walker,"christian alternative rock, ccm, christian music",2021,Gospel Song - EP,33,Happy,0.627,0.862,0,-4.924,1,0.0368,0.063,0,0.412,0.897,76.996,audio_features,2ziOiTjFSn7zQ5w19SIcPp,spotify:track:2ziOiTjFSn7zQ5w19SIcPp,https://api.spotify.com/v1/tracks/2ziOiTjFSn7zQ5w19SIcPp,https://api.spotify.com/v1/audio-analysis/2ziOiTjFSn7zQ5w19SIcPp,174375,4
Cake By The Ocean,DNCE,"dance pop, pop",2016,DNCE,81,Happy,0.774,0.753,4,-5.446,0,0.0517,0.152,0,0.0371,0.896,119.002,audio_features,76hfruVvmfQbw0eYn1nmeC,spotify:track:76hfruVvmfQbw0eYn1nmeC,https://api.spotify.com/v1/tracks/76hfruVvmfQbw0eYn1nmeC,https://api.spotify.com/v1/audio-analysis/76hfruVvmfQbw0eYn1nmeC,219147,4
Somebody To You,The Vamps,"pop, boy band",2014,Meet The Vamps,71,Happy,0.525,0.818,3,-5.952,1,0.0358,0.0581,0,0.333,0.897,171.962,audio_features,6VrLYoQKdhu1Jruei06t65,spotify:track:6VrLYoQKdhu1Jruei06t65,https://api.spotify.com/v1/tracks/6VrLYoQKdhu1Jruei06t65,https://api.spotify.com/v1/audio-analysis/6VrLYoQKdhu1Jruei06t65,185098,4
I'm a Flirt Remix (feat. T.I. & T-Pain),"R. Kelly, T.I., T-Pain","atl hip hop, southern hip hop, r&b, gangster rap, dirty south rap, hip hop, dance pop, urban contemporary, trap, rap, pop rap",2014,The Essential R. Kelly,59,Happy,0.835,0.571,8,-4.771,0,0.102,0.0716,0,0.0604,0.902,138.038,audio_features,6w1DBbA8akxHPiBQ6nAyJq,spotify:track:6w1DBbA8akxHPiBQ6nAyJq,https://api.spotify.com/v1/tracks/6w1DBbA8akxHPiBQ6nAyJq,https://api.spotify.com/v1/audio-analysis/6w1DBbA8akxHPiBQ6nAyJq,330600,4
Rock And Roll All Nite,KISS,"glam rock, rock, hard rock",1975,Dressed To Kill,74,Happy,0.654,0.929,1,-5.906,1,0.0998,0.0474,0,0.0538,0.902,144.769,audio_features,6KTv0Z8BmVqM7DPxbGzpVC,spotify:track:6KTv0Z8BmVqM7DPxbGzpVC,https://api.spotify.com/v1/tracks/6KTv0Z8BmVqM7DPxbGzpVC,https://api.spotify.com/v1/audio-analysis/6KTv0Z8BmVqM7DPxbGzpVC,168840,4
She Loves You - Mono Version / Remastered 2009,The Beatles,"classic rock, rock, psychedelic rock, british invasion, merseybeat",1973,The Beatles 1962 - 1966 (Remastered),63,Happy,0.321,0.895,7,-5.157,1,0.0463,0.389,0,0.177,0.904,149.807,audio_features,0qsS2A3hwicJCLtcaR6JRQ,spotify:track:0qsS2A3hwicJCLtcaR6JRQ,https://api.spotify.com/v1/tracks/0qsS2A3hwicJCLtcaR6JRQ,https://api.spotify.com/v1/audio-analysis/0qsS2A3hwicJCLtcaR6JRQ,142653,4
One Way Or Another - Remastered 2001,Blondie,"permanent wave, candy pop, rock, new wave pop, synthpop, power pop",1978,Parallel Lines (Remastered),67,Happy,0.45,0.914,2,-5.4,1,0.0607,0.0305,1.42E-05,0.152,0.904,162.487,audio_features,4cQJ27R11K634x5qCOwKW5,spotify:track:4cQJ27R11K634x5qCOwKW5,https://api.spotify.com/v1/tracks/4cQJ27R11K634x5qCOwKW5,https://api.spotify.com/v1/audio-analysis/4cQJ27R11K634x5qCOwKW5,215107,4
My Sharona,The Knack,"new wave, classic rock, hard rock, new wave pop, album rock, mellow gold, soft rock, power pop",1979,Get The Knack,72,Happy,0.586,0.7,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245,audio_features,1HOMkjp0nHMaTnfAkslCQj,spotify:track:1HOMkjp0nHMaTnfAkslCQj,https://api.spotify.com/v1/tracks/1HOMkjp0nHMaTnfAkslCQj,https://api.spotify.com/v1/audio-analysis/1HOMkjp0nHMaTnfAkslCQj,295400,4
Love Is In The Air,John Paul Young,"classic uk pop, australian dance",2009,I Hate the Music,7,Happy,0.557,0.791,0,-7.201,1,0.0389,0.0254,0.000269,0.0603,0.89,122.337,audio_features,3c4OULLWwgRqBfA2dJtRuY,spotify:track:3c4OULLWwgRqBfA2dJtRuY,https://api.spotify.com/v1/tracks/3c4OULLWwgRqBfA2dJtRuY,https://api.spotify.com/v1/audio-analysis/3c4OULLWwgRqBfA2dJtRuY,210293,4
Blessed with the Best,Lee Fields & The Expressions,"soul, funk, afrobeat",2019,It Rains Love,0,Happy,0.591,0.653,1,-4.708,1,0.0499,0.303,0.000741,0.0709,0.904,161.726,audio_features,4F68WqrshWc5aWyJGCumd2,spotify:track:4F68WqrshWc5aWyJGCumd2,https://api.spotify.com/v1/tracks/4F68WqrshWc5aWyJGCumd2,https://api.spotify.com/v1/audio-analysis/4F68WqrshWc5aWyJGCumd2,229720,4
I Just Can't Wait to Be King,"Jason Weaver, Rowan Atkinson, Laura Williams","movie tunes, british comedy",1994,The Lion King,69,Happy,0.691,0.531,6,-14.204,1,0.0546,0.323,7.47E-05,0.0958,0.897,98.813,audio_features,0qxtQ8rf3W1nId3D2r0xH4,spotify:track:0qxtQ8rf3W1nId3D2r0xH4,https://api.spotify.com/v1/tracks/0qxtQ8rf3W1nId3D2r0xH4,https://api.spotify.com/v1/audio-analysis/0qxtQ8rf3W1nId3D2r0xH4,170880,4
Hollaback Girl,Gwen Stefani,"dance pop, pop",2004,Love Angel Music Baby,71,Happy,0.926,0.916,10,-2.221,0,0.0929,0.35,6.01E-06,0.0234,0.904,110.009,audio_features,0eqH0ALoDQevq59YcQ53KE,spotify:track:0eqH0ALoDQevq59YcQ53KE,https://api.spotify.com/v1/tracks/0eqH0ALoDQevq59YcQ53KE,https://api.spotify.com/v1/audio-analysis/0eqH0ALoDQevq59YcQ53KE,199853,4
和你在一起,TFBOYS,"mainland chinese pop, mandopop, chinese idol pop",2020,和你在一起,4,Happy,0.771,0.658,1,-4.145,1,0.0381,0.0219,0,0.033,0.898,130.03,audio_features,12lrU8AJO1CCyk1zIEDkCw,spotify:track:12lrU8AJO1CCyk1zIEDkCw,https://api.spotify.com/v1/tracks/12lrU8AJO1CCyk1zIEDkCw,https://api.spotify.com/v1/audio-analysis/12lrU8AJO1CCyk1zIEDkCw,203538,4
Oh My!,SEVENTEEN,"k-pop, k-pop boy group",2018,SEVENTEEN 5TH MINI ALBUM 'YOU MAKE MY DAY',0,Happy,0.682,0.888,8,-3.249,1,0.252,0.246,0,0.0552,0.9,91.966,audio_features,4JViGq60SvqtQXI3WK0OLS,spotify:track:4JViGq60SvqtQXI3WK0OLS,https://api.spotify.com/v1/tracks/4JViGq60SvqtQXI3WK0OLS,https://api.spotify.com/v1/audio-analysis/4JViGq60SvqtQXI3WK0OLS,195005,4
Get Cool,Stray Kids,"k-pop, pop, k-pop boy group",2018,I am YOU,0,Happy,0.804,0.854,11,-4.194,0,0.0913,0.0893,0,0.27,0.9,151.955,audio_features,2Q0IIf62kXoAo24LX70iyb,spotify:track:2Q0IIf62kXoAo24LX70iyb,https://api.spotify.com/v1/tracks/2Q0IIf62kXoAo24LX70iyb,https://api.spotify.com/v1/audio-analysis/2Q0IIf62kXoAo24LX70iyb,194758,4
Roll To Me,Del Amitri,"scottish rock, melancholia, new wave pop, britpop",1995,Twisted,59,Happy,0.567,0.821,6,-5.894,1,0.0371,0.418,0,0.108,0.895,150.106,audio_features,7LF0YY1gON8rBECsyEs0Wb,spotify:track:7LF0YY1gON8rBECsyEs0Wb,https://api.spotify.com/v1/tracks/7LF0YY1gON8rBECsyEs0Wb,https://api.spotify.com/v1/audio-analysis/7LF0YY1gON8rBECsyEs0Wb,132307,4
Come Out and Play,The Offspring,"skate punk, permanent wave, alternative metal, rock, punk, post-grunge, socal pop punk",1994,Smash [Remastered],0,Happy,0.514,0.884,7,-3.765,1,0.151,0.0943,1.52E-06,0.0654,0.898,158.262,audio_features,5G0vAvojJAb8np3INdsISs,spotify:track:5G0vAvojJAb8np3INdsISs,https://api.spotify.com/v1/tracks/5G0vAvojJAb8np3INdsISs,https://api.spotify.com/v1/audio-analysis/5G0vAvojJAb8np3INdsISs,197800,4
Superman,Goldfinger,"skate punk, ska, pop punk, punk, socal pop punk",2005,The Best Of Goldfinger,53,Happy,0.436,0.935,2,-3.946,1,0.0538,0.000129,0.000141,0.0821,0.901,194.902,audio_features,6cL7NCFSvqWrBH5r4mkvVV,spotify:track:6cL7NCFSvqWrBH5r4mkvVV,https://api.spotify.com/v1/tracks/6cL7NCFSvqWrBH5r4mkvVV,https://api.spotify.com/v1/audio-analysis/6cL7NCFSvqWrBH5r4mkvVV,185600,4
The Middle,Jimmy Eat World,"alternative rock, neon pop punk, alternative metal, rock, pop punk, punk, modern power pop, emo, modern rock, post-grunge, pop rock",2001,Bleed American,83,Happy,0.643,0.849,2,-5.428,1,0.0526,0.0371,0,0.058,0.903,162.152,audio_features,6GG73Jik4jUlQCkKg9JuGO,spotify:track:6GG73Jik4jUlQCkKg9JuGO,https://api.spotify.com/v1/tracks/6GG73Jik4jUlQCkKg9JuGO,https://api.spotify.com/v1/audio-analysis/6GG73Jik4jUlQCkKg9JuGO,165853,4
Three More Days,Ray LaMontagne,"new americana, indie folk, acoustic pop, neo mellow, stomp and holler",2006,Till The Sun Turns Black,52,Happy,0.56,0.681,10,-8.358,1,0.0328,0.126,0.000889,0.0506,0.901,83.91,audio_features,2pDOP7lUpO5LGUz798H0me,spotify:track:2pDOP7lUpO5LGUz798H0me,https://api.spotify.com/v1/tracks/2pDOP7lUpO5LGUz798H0me,https://api.spotify.com/v1/audio-analysis/2pDOP7lUpO5LGUz798H0me,216773,4
Sweets for My Sweet - Stereo Version,The Searchers,"british invasion, rock-and-roll",1963,Meet The Searchers,0,Happy,0.502,0.896,0,-7.76,1,0.0641,0.582,0,0.338,0.896,127.174,audio_features,0bPmvueZJ2usI59GsCH6Ix,spotify:track:0bPmvueZJ2usI59GsCH6Ix,https://api.spotify.com/v1/tracks/0bPmvueZJ2usI59GsCH6Ix,https://api.spotify.com/v1/audio-analysis/0bPmvueZJ2usI59GsCH6Ix,149907,4
Got to Be Real - Single Version,Cheryl Lynn,"disco, post-disco, minneapolis sound, quiet storm, soul, funk, classic soul, urban contemporary",1978,Cheryl Lynn (Expanded Edition),53,Happy,0.83,0.711,5,-7.462,1,0.0448,0.202,0.0448,0.137,0.901,114.646,audio_features,3eudp9ZxZAGaDBOuWGrW2D,spotify:track:3eudp9ZxZAGaDBOuWGrW2D,https://api.spotify.com/v1/tracks/3eudp9ZxZAGaDBOuWGrW2D,https://api.spotify.com/v1/audio-analysis/3eudp9ZxZAGaDBOuWGrW2D,223173,4
I Love Rock 'N Roll,Joan Jett & the Blackhearts,"rock, glam punk",1981,I Love Rock 'N' Roll (Expanded Edition),81,Happy,0.535,0.716,4,-5.025,1,0.0431,0.326,0,0.659,0.901,94.379,audio_features,2Cdvbe2G4hZsnhNMKyGrie,spotify:track:2Cdvbe2G4hZsnhNMKyGrie,https://api.spotify.com/v1/tracks/2Cdvbe2G4hZsnhNMKyGrie,https://api.spotify.com/v1/audio-analysis/2Cdvbe2G4hZsnhNMKyGrie,175173,4
Cool - 2021 Remaster,The Time,"p funk, minneapolis sound, quiet storm, funk, synth funk, funk rock",1981,The Time (Expanded Edition) [2021 Remaster],30,Happy,0.797,0.516,4,-9.04,1,0.0572,0.0313,0.00465,0.154,0.901,126.042,audio_features,0Tl7Nee0jH3ILfqh1g91AO,spotify:track:0Tl7Nee0jH3ILfqh1g91AO,https://api.spotify.com/v1/tracks/0Tl7Nee0jH3ILfqh1g91AO,https://api.spotify.com/v1/audio-analysis/0Tl7Nee0jH3ILfqh1g91AO,604690,4
On Your Face,"Earth, Wind & Fire","soul, funk, disco, jazz funk",1976,Spirit,42,Happy,0.734,0.702,4,-9.081,1,0.0667,0.244,2.02E-05,0.0672,0.898,94.191,audio_features,1364cfVtDUV74zIeMl6ydQ,spotify:track:1364cfVtDUV74zIeMl6ydQ,https://api.spotify.com/v1/tracks/1364cfVtDUV74zIeMl6ydQ,https://api.spotify.com/v1/audio-analysis/1364cfVtDUV74zIeMl6ydQ,273680,4
Give Yourself A Try,The 1975,"rock, pov: indie, modern rock, modern alternative rock, pop",2018,Give Yourself A Try,0,Happy,0.331,0.784,11,-5.002,1,0.0561,3.12E-05,0,0.427,0.902,182.964,audio_features,40QQZP6LVXUP5h79Q5Yvke,spotify:track:40QQZP6LVXUP5h79Q5Yvke,https://api.spotify.com/v1/tracks/40QQZP6LVXUP5h79Q5Yvke,https://api.spotify.com/v1/audio-analysis/40QQZP6LVXUP5h79Q5Yvke,197672,4
Move,Lynda Dawn,"british soul, indie r&b",2019,At First Light,40,Happy,0.777,0.48,8,-10.934,0,0.0455,0.478,0.00154,0.134,0.901,86.459,audio_features,4hPWChBkg8QvI1kTTkEO08,spotify:track:4hPWChBkg8QvI1kTTkEO08,https://api.spotify.com/v1/tracks/4hPWChBkg8QvI1kTTkEO08,https://api.spotify.com/v1/audio-analysis/4hPWChBkg8QvI1kTTkEO08,217089,4
Told You So,Paramore,"candy pop, rock, pop emo, pop punk, pixie, modern rock, pop",2017,After Laughter,59,Happy,0.639,0.814,2,-5.632,0,0.0385,0.0029,2.98E-05,0.0529,0.904,123.922,audio_features,7BpYWzZwrsljT1eIjb0TqR,spotify:track:7BpYWzZwrsljT1eIjb0TqR,https://api.spotify.com/v1/tracks/7BpYWzZwrsljT1eIjb0TqR,https://api.spotify.com/v1/audio-analysis/7BpYWzZwrsljT1eIjb0TqR,188947,4
Kids,Current Joys,"pov: indie, lo-fi indie",2015,Kids,74,Happy,0.828,0.66,6,-9.669,1,0.0337,0.508,0.403,0.0755,0.904,113.45,audio_features,3pyyGVqWvRMq43qtJBzxe0,spotify:track:3pyyGVqWvRMq43qtJBzxe0,https://api.spotify.com/v1/tracks/3pyyGVqWvRMq43qtJBzxe0,https://api.spotify.com/v1/audio-analysis/3pyyGVqWvRMq43qtJBzxe0,269143,4
Wanna Be Startin' Somethin',Michael Jackson,"soul, r&b",2008,Thriller 25 Super Deluxe Edition,59,Happy,0.847,0.922,6,-4.206,0,0.0438,0.0217,0.362,0.0623,0.899,122.195,audio_features,2kulOHR2XY6YDZCWXb38hn,spotify:track:2kulOHR2XY6YDZCWXb38hn,https://api.spotify.com/v1/tracks/2kulOHR2XY6YDZCWXb38hn,https://api.spotify.com/v1/audio-analysis/2kulOHR2XY6YDZCWXb38hn,362373,4
Make You Feel My Love,Adele,"pop, british soul, pop soul, uk pop",2008,19,1,Romantic,0.559,0.172,10,-10.636,1,0.0291,0.907,0.000383,0.105,0.0955,77.025,audio_features,0mqTcM8kuu2IYPotMt7AzS,spotify:track:0mqTcM8kuu2IYPotMt7AzS,https://api.spotify.com/v1/tracks/0mqTcM8kuu2IYPotMt7AzS,https://api.spotify.com/v1/audio-analysis/0mqTcM8kuu2IYPotMt7AzS,212040,4
Dance Me to the End of Love,Leonard Cohen,"canadian singer-songwriter, melancholia, singer-songwriter, permanent wave",2003,Mojo Presents... Leonard Cohen,0,Romantic,0.584,0.386,7,-11.937,0,0.0256,0.234,0,0.0751,0.469,132.886,audio_features,3AlnKlr9gYKaqK4QSenf82,spotify:track:3AlnKlr9gYKaqK4QSenf82,https://api.spotify.com/v1/tracks/3AlnKlr9gYKaqK4QSenf82,https://api.spotify.com/v1/audio-analysis/3AlnKlr9gYKaqK4QSenf82,277773,4
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,"hard rock, classic rock, rock, album rock",1998,Armageddon - The Album,73,Romantic,0.383,0.662,2,-5.162,1,0.0333,0.165,0,0.248,0.138,121.154,audio_features,225xvV8r1yKMHErSWivnow,spotify:track:225xvV8r1yKMHErSWivnow,https://api.spotify.com/v1/tracks/225xvV8r1yKMHErSWivnow,https://api.spotify.com/v1/audio-analysis/225xvV8r1yKMHErSWivnow,298760,4
More Than Words,Extreme,"hard rock, funk metal, glam metal",1998,The Best Of Extreme (An Accidental Collication Of Atoms),0,Romantic,0.621,0.144,6,-14.201,1,0.0298,0.464,0,0.12,0.255,91.354,audio_features,7z0JcZ8PQoAfUaLIXvbyTH,spotify:track:7z0JcZ8PQoAfUaLIXvbyTH,https://api.spotify.com/v1/tracks/7z0JcZ8PQoAfUaLIXvbyTH,https://api.spotify.com/v1/audio-analysis/7z0JcZ8PQoAfUaLIXvbyTH,335947,4
"Love Is All Around - From ""Four Weddings and a Funeral"" Original Motion Picture Soundtrack",Wet Wet Wet,"sophisti-pop, boy band, soft rock, new wave pop, new romantic",2010,Songs About Love (UMGI Version),0,Romantic,0.437,0.645,10,-9.766,1,0.0306,0.153,2.15E-06,0.18,0.546,169.91,audio_features,7B7yeOj6uXOY9qPsOFtkHE,spotify:track:7B7yeOj6uXOY9qPsOFtkHE,https://api.spotify.com/v1/tracks/7B7yeOj6uXOY9qPsOFtkHE,https://api.spotify.com/v1/audio-analysis/7B7yeOj6uXOY9qPsOFtkHE,235800,4
Unchained Melody,The Righteous Brothers,"motown, folk rock, adult standards, brill building pop, mellow gold, rock-and-roll, rockabilly",2008,Rock N' Roll Legends,59,Romantic,0.349,0.326,0,-10.749,1,0.0286,0.512,0.00144,0.665,0.297,98.888,audio_features,2ACjOtICHXrAlP3ijVMSvb,spotify:track:2ACjOtICHXrAlP3ijVMSvb,https://api.spotify.com/v1/tracks/2ACjOtICHXrAlP3ijVMSvb,https://api.spotify.com/v1/audio-analysis/2ACjOtICHXrAlP3ijVMSvb,215853,3
I Want to Know What Love Is - 2008 Remaster,Foreigner,"classic rock, soft rock, rock, hard rock, album rock, glam metal, mellow gold",2008,No End in Sight: The Very Best of Foreigner,60,Romantic,0.47,0.605,6,-6.12,1,0.0303,0.218,7.09E-06,0.0738,0.419,81.399,audio_features,5DeXQ3qADuDmqsosnZAK3o,spotify:track:5DeXQ3qADuDmqsosnZAK3o,https://api.spotify.com/v1/tracks/5DeXQ3qADuDmqsosnZAK3o,https://api.spotify.com/v1/audio-analysis/5DeXQ3qADuDmqsosnZAK3o,301107,4
Always,Bon Jovi,"rock, glam metal",2010,Bon Jovi Greatest Hits,0,Romantic,0.373,0.678,4,-5.528,1,0.0325,0.143,0,0.168,0.346,141.42,audio_features,7o10Pto0YFchZl1zL4dLPH,spotify:track:7o10Pto0YFchZl1zL4dLPH,https://api.spotify.com/v1/tracks/7o10Pto0YFchZl1zL4dLPH,https://api.spotify.com/v1/audio-analysis/7o10Pto0YFchZl1zL4dLPH,353107,4
Love Me Tender,Elvis Presley,"rock-and-roll, rockabilly",2012,Elvis Presley: Love Me Tender,0,Romantic,0.266,0.253,8,-12.278,1,0.0673,0.984,0.175,0.101,0.186,64.957,audio_features,63bRYCK3PTIKJkBgoqj11T,spotify:track:63bRYCK3PTIKJkBgoqj11T,https://api.spotify.com/v1/tracks/63bRYCK3PTIKJkBgoqj11T,https://api.spotify.com/v1/audio-analysis/63bRYCK3PTIKJkBgoqj11T,168534,4
Strangers In The Night - Remastered ) [The Frank Sinatra Collection],Frank Sinatra,"easy listening, adult standards, lounge",2008,Nothing But The Best [The Frank Sinatra Collection],0,Romantic,0.268,0.509,0,-7.951,1,0.0282,0.672,0,0.634,0.503,93.153,audio_features,6qAWJdpqAhaE6Yqy15Omax,spotify:track:6qAWJdpqAhaE6Yqy15Omax,https://api.spotify.com/v1/tracks/6qAWJdpqAhaE6Yqy15Omax,https://api.spotify.com/v1/audio-analysis/6qAWJdpqAhaE6Yqy15Omax,164827,4
What A Difference A Day Makes,Dinah Washington,"vocal jazz, jazz blues, soul",2008,Laid Back Jazz,0,Romantic,0.266,0.0626,0,-19.122,1,0.0391,0.936,0.00367,0.163,0.162,169.556,audio_features,1IRptRzJ7ZqtkXTqWJ1q5o,spotify:track:1IRptRzJ7ZqtkXTqWJ1q5o,https://api.spotify.com/v1/tracks/1IRptRzJ7ZqtkXTqWJ1q5o,https://api.spotify.com/v1/audio-analysis/1IRptRzJ7ZqtkXTqWJ1q5o,149693,3
I Will Always Love You,Whitney Houston,"pop, dance pop",2012,I Will Always Love You: The Best Of Whitney Houston,0,Romantic,0.311,0.216,4,-12.555,1,0.0355,0.841,5.31E-06,0.0862,0.104,134.051,audio_features,2ZpjnusToPrH3KCFKJIcTJ,spotify:track:2ZpjnusToPrH3KCFKJIcTJ,https://api.spotify.com/v1/tracks/2ZpjnusToPrH3KCFKJIcTJ,https://api.spotify.com/v1/audio-analysis/2ZpjnusToPrH3KCFKJIcTJ,270760,4
How Deep Is Your Love (2007 Remastered Saturday Night Fever LP Version),Bee Gees,"disco, soft rock, mellow gold",1978,Saturday Night Fever [The Original Movie Soundtrack],0,Romantic,0.63,0.357,5,-9.392,0,0.026,0.0999,0,0.128,0.683,104.965,audio_features,1gIKd24bixkgYzuxse32oR,spotify:track:1gIKd24bixkgYzuxse32oR,https://api.spotify.com/v1/tracks/1gIKd24bixkgYzuxse32oR,https://api.spotify.com/v1/audio-analysis/1gIKd24bixkgYzuxse32oR,245200,4
(Everything I Do) I Do It For You,Bryan Adams,"soft rock, heartland rock, canadian pop, classic canadian rock, mellow gold, canadian singer-songwriter",1999,The Best Of Me,0,Romantic,0.518,0.47,1,-8.692,1,0.0273,0.0665,1.24E-05,0.0792,0.247,131.214,audio_features,5nydh0uIcz9gxSoJY6FtTn,spotify:track:5nydh0uIcz9gxSoJY6FtTn,https://api.spotify.com/v1/tracks/5nydh0uIcz9gxSoJY6FtTn,https://api.spotify.com/v1/audio-analysis/5nydh0uIcz9gxSoJY6FtTn,393733,4
Nothing Compares 2 U,Sinéad O'Connor,"lilith, singer-songwriter, new wave pop",2008,Pure Driving Rock,0,Romantic,0.511,0.574,5,-7.016,1,0.0273,0.0425,2.33E-05,0.105,0.161,119.917,audio_features,07iHAswcApphvyllRDQrEa,spotify:track:07iHAswcApphvyllRDQrEa,https://api.spotify.com/v1/tracks/07iHAswcApphvyllRDQrEa,https://api.spotify.com/v1/audio-analysis/07iHAswcApphvyllRDQrEa,280040,4
I Just Called To Say I Love You,Stevie Wonder,"motown, soul",2007,Number 1's,0,Romantic,0.748,0.551,1,-8.624,1,0.0235,0.198,0,0.0978,0.662,113.524,audio_features,6VAKyYoJQu1hwjWNvxQVTt,spotify:track:6VAKyYoJQu1hwjWNvxQVTt,https://api.spotify.com/v1/tracks/6VAKyYoJQu1hwjWNvxQVTt,https://api.spotify.com/v1/audio-analysis/6VAKyYoJQu1hwjWNvxQVTt,260613,4
Wonderful Tonight,Eric Clapton,"classic rock, soft rock, rock, electric blues, blues rock, album rock, mellow gold, singer-songwriter",2005,Classic Eric Clapton,51,Romantic,0.569,0.287,7,-11.843,1,0.0266,0.672,0.0599,0.224,0.463,95.426,audio_features,3GBGdtSuPKI81bzrniHuF3,spotify:track:3GBGdtSuPKI81bzrniHuF3,https://api.spotify.com/v1/tracks/3GBGdtSuPKI81bzrniHuF3,https://api.spotify.com/v1/audio-analysis/3GBGdtSuPKI81bzrniHuF3,222627,4
Back for Good - Radio Mix,Take That,"boy band, europop, talent show",2005,Never Forget - The Ultimate Collection,0,Romantic,0.569,0.517,5,-9.352,1,0.0333,0.313,0,0.145,0.508,78.844,audio_features,1cnoj3gWltCrWBZ77jZtmj,spotify:track:1cnoj3gWltCrWBZ77jZtmj,https://api.spotify.com/v1/tracks/1cnoj3gWltCrWBZ77jZtmj,https://api.spotify.com/v1/audio-analysis/1cnoj3gWltCrWBZ77jZtmj,241293,4
